Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Introductory Mathematics: Algebra and Analysis","Springer Undergraduate Mathematics Series","","","","10.1007/978-1-4471-0619-7","Geoff Smith MA, MSc, PhD","1998","http://link.springer.com/book/10.1007/978-1-4471-0619-7","Book"
"Mathematica®: A Problem-Centered Approach","Springer Undergraduate Mathematics Series","","","","10.1007/978-1-84996-251-3","Roozbeh Hazrat","2010","http://link.springer.com/book/10.1007/978-1-84996-251-3","Book"
"Symmetries","Springer Undergraduate Mathematics Series","","","","10.1007/978-1-4471-0243-4","D. L. Johnson BSc, MSc, PhD","2001","http://link.springer.com/book/10.1007/978-1-4471-0243-4","Book"
"Introduction to Ring Theory","Springer Undergraduate Mathematics Series","","","","10.1007/978-1-4471-0475-9","P. M. Cohn BA, MA, PhD, FRS","2000","http://link.springer.com/book/10.1007/978-1-4471-0475-9","Book"
"Fields and Galois Theory","Springer Undergraduate Mathematics Series","","","","10.1007/978-1-84628-181-5","John M. Howie CBE, MA, DPhil, DSc, Hon D. Univ., FRSE","2006","http://link.springer.com/book/10.1007/978-1-84628-181-5","Book"
"Topologies and Uniformities","Springer Undergraduate Mathematics Series","","","","10.1007/978-1-4471-3994-2","Ioan Mackenzie James MA, DPhil, FRS","1999","http://link.springer.com/book/10.1007/978-1-4471-3994-2","Book"
"Numerical Methods for Ordinary Differential Equations","Springer Undergraduate Mathematics Series","","","","10.1007/978-0-85729-148-6","David F. GriffithsDesmond J. Higham","2010","http://link.springer.com/book/10.1007/978-0-85729-148-6","Book"
"Introductory Mathematics: Applications and Methods","Springer Undergraduate Mathematics Series","","","","10.1007/978-1-4471-3412-1","Gordon S. Marshall BSc, PhD","1998","http://link.springer.com/book/10.1007/978-1-4471-3412-1","Book"
"Special Relativity","Springer Undergraduate Mathematics Series","","","","10.1007/978-1-4471-0083-6","Nicholas M. J. Woodhouse MA, MSc, PhD","2003","http://link.springer.com/book/10.1007/978-1-4471-0083-6","Book"
"An Introduction to Laplace Transforms and Fourier Series","Springer Undergraduate Mathematics Series","","","","10.1007/978-1-4471-0505-3","Philip P. G. Dyke BSc, PhD","2001","http://link.springer.com/book/10.1007/978-1-4471-0505-3","Book"
"Complex Analysis","Springer Undergraduate Mathematics Series","","","","10.1007/978-1-4471-0027-0","John M. Howie CBE, MA, DPhil, DSc, Hon D.Univ., FRSE","2003","http://link.springer.com/book/10.1007/978-1-4471-0027-0","Book"
"Information and Coding Theory","Springer Undergraduate Mathematics Series","","","","10.1007/978-1-4471-0361-5","Gareth A. Jones MA, DPhilJ. Mary Jones MA, DPhil","2000","http://link.springer.com/book/10.1007/978-1-4471-0361-5","Book"
"Linear Functional Analysis","Springer Undergraduate Mathematics Series","","","","10.1007/978-1-4471-3655-2","Bryan Patrick Rynne BSc, PhDMartin Alexander Youngson BSc, PhD","2000","http://link.springer.com/book/10.1007/978-1-4471-3655-2","Book"
"An Introduction to Enumeration","Springer Undergraduate Mathematics Series","","","","10.1007/978-0-85729-600-9","Alan CaminaBarry Lewis","2011","http://link.springer.com/book/10.1007/978-0-85729-600-9","Book"
"Measure, Integral and Probability","Springer Undergraduate Mathematics Series","","","","10.1007/978-1-4471-3631-6","Marek Capiński Dr hab, PhDPeter Ekkehard Kopp DPhil","1999","http://link.springer.com/book/10.1007/978-1-4471-3631-6","Book"
"Groups, Rings and Fields","Springer Undergraduate Mathematics Series","","","","10.1007/978-1-4471-0425-4","D. A. R. Wallace BSc, PhD, FRSE","1998","http://link.springer.com/book/10.1007/978-1-4471-0425-4","Book"
"Introduction to Analytical Dynamics","Springer Undergraduate Mathematics Series","","","","10.1007/978-1-84882-816-2","Nicholas Woodhouse","2009","http://link.springer.com/book/10.1007/978-1-84882-816-2","Book"
"Elements of Abstract Analysis","Springer Undergraduate Mathematics Series","","","","10.1007/978-1-4471-0179-6","Mícheál Ó Searcóid","2002","http://link.springer.com/book/10.1007/978-1-4471-0179-6","Book"
"Affine Maps, Euclidean Motions and Quadrics","Springer Undergraduate Mathematics Series","","","","10.1007/978-0-85729-710-5","Agustí Reventós Tarrida","2011","http://link.springer.com/book/10.1007/978-0-85729-710-5","Book"
"Mathematical Writing","Springer Undergraduate Mathematics Series","","","","10.1007/978-1-4471-6527-9","Franco Vivaldi","2014","http://link.springer.com/book/10.1007/978-1-4471-6527-9","Book"
"Understanding Markov Chains","Springer Undergraduate Mathematics Series","","","","10.1007/978-981-4451-51-2","Nicolas Privault","2013","http://link.springer.com/book/10.1007/978-981-4451-51-2","Book"
"From Real to Complex Analysis","Springer Undergraduate Mathematics Series","","","","10.1007/978-3-319-06209-9","R. H. DyerD. E. Edmunds","2014","http://link.springer.com/book/10.1007/978-3-319-06209-9","Book"
"An Introduction to Laplace Transforms and Fourier Series","Springer Undergraduate Mathematics Series","","","","10.1007/978-1-4471-6395-4","Phil Dyke","2014","http://link.springer.com/book/10.1007/978-1-4471-6395-4","Book"
"Algebraic Number Theory","Springer Undergraduate Mathematics Series","","","","10.1007/978-3-319-07545-7","Frazer Jarvis","2014","http://link.springer.com/book/10.1007/978-3-319-07545-7","Book"
"Multivariate Calculus and Geometry","Springer Undergraduate Mathematics Series","","","","10.1007/978-1-4471-6419-7","Seán Dineen","2014","http://link.springer.com/book/10.1007/978-1-4471-6419-7","Book"
"Ordinary Differential Equations","Springer Undergraduate Mathematics Series","","","","10.1007/978-1-4471-6398-5","Hartmut LogemannEugene P. Ryan","2014","http://link.springer.com/book/10.1007/978-1-4471-6398-5","Book"
"Elementary Differential Geometry","Springer Undergraduate Mathematics Series","","","","10.1007/978-1-84882-891-9","Andrew Pressley","2010","http://link.springer.com/book/10.1007/978-1-84882-891-9","Book"
"Applied Geometry for Computer Graphics and CAD","Springer Undergraduate Mathematics Series","","","","10.1007/b138823","Marsh Duncan","2005","http://link.springer.com/book/10.1007/b138823","Book"
"Game Theory","Springer Undergraduate Mathematics Series","","","","10.1007/978-1-84628-636-0","James N. Webb BSc, PhD, CPhys, MInstP","2007","http://link.springer.com/book/10.1007/978-1-84628-636-0","Book"
"Calculus of One Variable","Springer Undergraduate Mathematics Series","","","","10.1007/1-84628-222-5","Keith E. Hirst BSc, PhD","2006","http://link.springer.com/book/10.1007/1-84628-222-5","Book"
"Hyperbolic Geometry","Springer Undergraduate Mathematics Series","","","","10.1007/1-84628-220-9","","2005","http://link.springer.com/book/10.1007/1-84628-220-9","Book"
"General Relativity","Springer Undergraduate Mathematics Series","","","","10.1007/978-1-84628-487-8","N. M. J. Woodhouse","2007","http://link.springer.com/book/10.1007/978-1-84628-487-8","Book"
"Metric Spaces","Springer Undergraduate Mathematics Series","","","","10.1007/978-1-84628-627-8","Mícheál Ó Searcóid","2007","http://link.springer.com/book/10.1007/978-1-84628-627-8","Book"
"Worlds Out of Nothing","Springer Undergraduate Mathematics Series","","","","10.1007/978-1-84628-633-9","Jeremy Gray","2007","http://link.springer.com/book/10.1007/978-1-84628-633-9","Book"
"Linear Functional Analysis","Springer Undergraduate Mathematics Series","","","","10.1007/978-1-84800-005-6","Bryan P. RynneMartin A. Youngson","2008","http://link.springer.com/book/10.1007/978-1-84800-005-6","Book"
"Introduction to Lie Algebras","Springer Undergraduate Mathematics Series","","","","10.1007/1-84628-490-2","Karin ErdmannMark J. Wildon","2006","http://link.springer.com/book/10.1007/1-84628-490-2","Book"
"Mathematics for Finance","Springer Undergraduate Mathematics Series","","","","10.1007/b97511","Marek CapińskiTomasz Zastawniak","2003","http://link.springer.com/book/10.1007/b97511","Book"
