Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Export Assistance: The Way Back and Forward","SpringerBriefs in Business","","","","10.1007/978-1-4614-1296-0","Anisur R. FaroqueYoshi Takahashi","2012","http://link.springer.com/book/10.1007/978-1-4614-1296-0","Book"
"Strategy for Action – I","SpringerBriefs in Business","","","","10.1007/978-88-470-2487-8","Giorgio GandelliniAlberto PezziDaniela Venanzi","2012","http://link.springer.com/book/10.1007/978-88-470-2487-8","Book"
"Vertical Price Coordination and Brand Care","SpringerBriefs in Business","","","","10.1007/978-3-642-35570-7","Dieter AhlertBenjamin Schefer","2013","http://link.springer.com/book/10.1007/978-3-642-35570-7","Book"
"Risk-Pooling Essentials","SpringerBriefs in Business","","","","10.1007/978-3-319-14157-2","Gerald Oeser","2015","http://link.springer.com/book/10.1007/978-3-319-14157-2","Book"
"Digital Wine","SpringerBriefs in Business","","","","10.1007/978-981-287-059-9","Tara BrabazonMick WinterBryn Gandy","2014","http://link.springer.com/book/10.1007/978-981-287-059-9","Book"
"Who Gets Funds from China’s Capital Market?","SpringerBriefs in Business","","","","10.1007/978-3-642-44913-0","Jiazhuo G. WangJuan Yang","2013","http://link.springer.com/book/10.1007/978-3-642-44913-0","Book"
"Finance – Fundamental Problems and Solutions","SpringerBriefs in Business","","","","10.1007/978-3-642-30512-2","Zhiqiang Zhang","2013","http://link.springer.com/book/10.1007/978-3-642-30512-2","Book"
"CSR 2.0","SpringerBriefs in Business","","","","10.1007/978-3-642-40874-8","Wayne Visser","2014","http://link.springer.com/book/10.1007/978-3-642-40874-8","Book"
"Management of Alliance Networks","SpringerBriefs in Business","","","","10.1007/978-3-642-34246-2","Włodzimierz SrokaŠtefan Hittmár","2013","http://link.springer.com/book/10.1007/978-3-642-34246-2","Book"
"The Bubble Theory","SpringerBriefs in Business","","","","10.1007/978-3-319-00921-6","Min Ding","2014","http://link.springer.com/book/10.1007/978-3-319-00921-6","Book"
"Humanitarian Logistics","SpringerBriefs in Business","","","","10.1007/978-3-642-30186-5","Alessandra Cozzolino","2012","http://link.springer.com/book/10.1007/978-3-642-30186-5","Book"
"Hormones, Talent, and Career","SpringerBriefs in Business","","","","10.1007/978-3-642-25713-1","Diana DervalJohan Bremer","2012","http://link.springer.com/book/10.1007/978-3-642-25713-1","Book"
"Supply Chain Finance Solutions","SpringerBriefs in Business","","","","10.1007/978-3-642-17566-4","Erik HofmannOliver Belin","2011","http://link.springer.com/book/10.1007/978-3-642-17566-4","Book"
"Innovation Management in Knowledge Intensive Business Services in China","SpringerBriefs in Business","","","","10.1007/978-3-642-34676-7","Shunzhong Liu","2013","http://link.springer.com/book/10.1007/978-3-642-34676-7","Book"
"Study on the Consensus Salary System for Modern Enterprises","SpringerBriefs in Business","","","","10.1007/978-3-642-29837-0","Zhihong Li","2013","http://link.springer.com/book/10.1007/978-3-642-29837-0","Book"
"Innovative Advisory Services in the Virtual World","SpringerBriefs in Business","","","","10.1007/978-3-642-41112-0","Manning LiJihong Liu","2014","http://link.springer.com/book/10.1007/978-3-642-41112-0","Book"
"The Great East Japan Earthquake and Its Impact on German Firms","SpringerBriefs in Business","","","","10.1007/978-4-431-54451-7","Ralf Bebenroth","2014","http://link.springer.com/book/10.1007/978-4-431-54451-7","Book"
"Creating Conditions for Promising Collaboration","SpringerBriefs in Business","","","","10.1007/978-3-642-41443-5","Edwin KaatsWilfrid Opheij","2014","http://link.springer.com/book/10.1007/978-3-642-41443-5","Book"
"Innovation and Entrepreneurship","SpringerBriefs in Business","","","","10.1007/978-3-319-13683-7","Hanadi Mubarak Al-MubarakiAli Husain MuhammadMichael Busler","2015","http://link.springer.com/book/10.1007/978-3-319-13683-7","Book"
"Boundary-Spanning Marketing Organization","SpringerBriefs in Business","","","","10.1007/978-1-4614-3819-9","G. Tomas M. Hult","2011","http://link.springer.com/book/10.1007/978-1-4614-3819-9","Book"
"Transatlantic Science and Technology","SpringerBriefs in Business","","","","10.1007/978-1-4614-4385-8","Sabine E. Herlitschka","2013","http://link.springer.com/book/10.1007/978-1-4614-4385-8","Book"
"Strategy for Action – II","SpringerBriefs in Business","","","","10.1007/978-88-470-2475-5","Giorgio GandelliniAlberto PezziDaniela Venanzi","2013","http://link.springer.com/book/10.1007/978-88-470-2475-5","Book"
"The Co-creative Meeting","SpringerBriefs in Business","","","","10.1007/978-3-642-34231-8","Christoph MandlMarkus HauserHanna Mandl","2013","http://link.springer.com/book/10.1007/978-3-642-34231-8","Book"
"Switchpoints for the Future of Logistics","SpringerBriefs in Business","","","","10.1007/978-3-642-23493-4","Ingo WieckMartin StreichfussThorsten Klaas-WissingWolfgang Stölzle","2012","http://link.springer.com/book/10.1007/978-3-642-23493-4","Book"
"Social Media and Emerging Economies","SpringerBriefs in Business","","","","10.1007/978-3-319-02490-5","Manlio Del GiudiceMaria Rosaria Della PerutaElias G. Carayannis","2014","http://link.springer.com/book/10.1007/978-3-319-02490-5","Book"
"Public Transport Passengers’ Behavioural Intentions","SpringerBriefs in Business","","","","10.1007/978-981-4585-24-8","Sik SumaediI Gede Mahatma Yuda BaktiNidya Judhi AstriniTri RakhmawatiTri WidiantiMedi Yarmen","2014","http://link.springer.com/book/10.1007/978-981-4585-24-8","Book"
"The Rocky Road to Publishing in the Management and Decision Sciences and Beyond","SpringerBriefs in Business","","","","10.1007/978-3-642-42048-1","Pekka KorhonenHerbert MoskowitzJyrki Wallenius","2013","http://link.springer.com/book/10.1007/978-3-642-42048-1","Book"
